Item Number,Price,Brand,Processor,Screen Size,Color,Ram Size,SSD Capacity,GPU,Processor Speed,Type,Maximum Resolution,Model,OS,Hard Drive Capacity,Storage Type,Features,Condition
85264984120,56,HP,Intel Celeron,11.6 in,Black,4.0 GB,16GB,Intel HD Graphics,1.60 GHz,Notebook/Laptop,1366 x 768,HP Chromebook 11 G5,Chrome OS,16 GB,SSD (Solid State Drive),"Bluetooth, Built-in Webcam","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264984122,119.99,HP,AMD A6-7310 APU,15.0 in,Black,8.0 GB,0,AMD R4 Graphics,2.00GHz,Notebook/Laptop,1366 x 768,15-ba018wm,Windows 11 Home,1 TB,HDD (Hard Disk Drive),"Built-in Microphone,  Built-in Webcam,  Optical Drive,  Wi-Fi,  Numeric Keypad,  HDMI Port,  Bluetooth,  Touchscreen","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264984124,159.99,Dell,Intel Core i5 6th Gen.,14.0 in,Black,8.0 GB,256 GB,Intel® HD Graphics 520,2.40 GHz,Notebook/Laptop,1366 x 768,7480,Windows 10 Pro,Unknown,SSD (Solid State Drive),"Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Bluetooth 4.2,  802.11ac Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264984126,379.98,Getac,Intel i7 2nd Gen.,13.3 in,Black/Gray,16.0 GB,2 TB,Intel HD Graphics,1.70 GHz,Notebook/Laptop,1366 x 768 pixels at 262 K colors HD WLED Anti-Glare,Dell Latitude,Windows 10 Pro,Unknown,SSD (Solid State Drive),"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Optical Drive,  Rugged,  Stylus,  Touch ID,  Touchscreen,  Widescreen Display,  Wi-Fi,  100/1000GB LAN Card","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264984134,40,Acer,Intel Celeron,11.6 in,Black,4.0 GB,32 GB,Intel HD Graphics 510,1.6 GHz,Notebook/Laptop,1366 x 768,Chromebook 11 C771-C4TM,Chrome OS,32 GB,SSD (Solid State Drive),"SD Card Reader, Spill Resistant Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264984136,229,Dell,Intel Core i5 4th Gen. 2.70GHz,14.0 in,Black,16.0 GB,1 TB,Intel HD Graphics 4000,2.70 GHz,Notebook/Laptop,1366 x 768,Core i5,Windows 10,1TB,SSD (Solid State Drive),Wi-Fi,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264984138,349.99,Dell,i7-6600U,12.5 in,Black,8.0 GB,128GB,Intel HD Graphics 520,2.6GHz,Notebook,1920 x 1080,Dell Latitude E5270,Win 10 Pro 64,Unknown,SSD (Solid State Drive),"SmartCard Reader, WWAN 4G/LTE, RJ45 Gigabit Ethernet, AT&T, Bell, Rogers, Sprint, T-Mobile, Telus,, Verizon, Vodafone, US Cellular, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264984139,660.19,Lenovo,AMD Ryzen 7,13.0 in,Unknown,16.0 GB,1 TB,AMD Radeon Graphics,2.00 GHz,Notebook/Laptop,1920 x 1200,Lenovo ThinkPad L13 Yoga,Windows 11 Pro,1 TB,SSD (Solid State Drive),"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Touchscreen, Wi-Fi","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab "
85264984140,368,Dell,Intel Core i7 8th Gen.,15.6 in,Unknown,16.0 GB,1 TB,AMD Radeon PRO WX 2100,1.90 GHz,Notebook/Laptop,1920 x 1080,Dell Precision 3540,Windows 11 Pro,Unknown,SSD (Solid State Drive),"Built-in Microphone, Built-in Webcam, Wi-Fi","Very Good - RefurbishedThe item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished,  inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab"
85264984143,49.99,HP,Intel Celeron N,11.6 in,Black,2.0 GB,32 GB,Intel HD Graphics,2.16 GHz,Notebook/Laptop,1366 x 768,HP Stream,Windows 10,32 GB,eMMC,"Bluetooth, Built-in Webcam, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264984147,109.99,Lenovo,Intel Celeron,11.5 in,Black,64.0 GB,64 GB,AMD Radeon Graphics,1.10 GHz,Notebook/Laptop,1366 x 768,Lenovo 100e,Windows 10 Pro,64 GB,SSD (Solid State Drive),Built-in Webcam,"Open boxAn item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. See all condition definitionsopens in a new window or tab"
85264984154,84.99,Lenovo,Intel Core i5 1st gen.,15.6 in,Black,4.0 GB,Unknown,Intel HD Graphics,2.66 GHz,Laptop,1600X900,Lenovo ThinkPad T510,Windows 10 Pro,320 GB,HDD (Hard Disk Drive),SD & SmartCard Readers,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264984155,129.99,Samsung,Intel Core i5 2nd Gen.,11.6 in,Black,4.0 GB,128 GB,Intel HD Graphics 3000,1.6 GHz,Subnotebook/Ultraportable,1366 x 768,Samsung Series 7,Windows 10,128 GB,SSD (Solid State Drive),"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Widescreen Display,  Wi-Fi","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
85264984156,382.05,Lenovo,Intel Core i5 11th Gen.,13.3 in,Unknown,8.0 GB,512 GB,Intel Core i5 11th Gen.,2.40 GHz,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad L13 Yoga,Windows 11 Pro,Unknown,SSD (Solid State Drive),"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Stylus,  Touchscreen,  Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264984158,325,HP,Intel Core i7 7th Gen.,15.6 in,Silver,16.0 GB,512 GB,AMD Radeon R7 M350,2.80 GHz,Notebook/Laptop,1920 x 1080,Hp Elitebook 850 G4,Windows 10 Pro,512 GB,SSD (Solid State Drive),"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi","UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab"
85264984161,103.39,Dell,Intel Core i3 5th Gen.,15.6 in,Black,4.0 GB,Unknown,INTEL HD GRAPHICS 5500,2.00 GHz,Notebook/Laptop,1366 x 768,INSPIRON 15 3543,Windows 10 Pro,500 GB,HDD (Hard Disk Drive),"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Optical Drive,  Wi-Fi","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
